Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
127566-181797,3B,Warming,Warming Bernabel,Bernabel,7.375,40,2000,WSH@CHC,WSH,CHC,,,,,,3B/UTIL
127566-239166,SS,Jack,Jack Brannigan,Brannigan,,0,2000,PIT@NYM,PIT,NYM,DTD,Nose,,,,SS/UTIL
127566-222781,3B,Cam,Cam Collier,Collier,,0,2000,BOS@CIN,CIN,BOS,,,,,,3B/UTIL
127566-239171,OF,Hector,Hector Rodriguez,Rodriguez,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
127566-239172,SS,Leo,Leo Balcazar,Balcazar,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
127566-222811,SS,Bryce,Bryce Rainer,Rainer,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
127566-226907,OF,Alejandro,Alejandro Osuna,Osuna,5.014285617404514,63,2000,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
127566-222810,SS,Kevin,Kevin McGonigle,McGonigle,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
127566-222809,C,Josue,Josue Briceno,Briceno,,0,2000,DET@SD,DET,SD,O,Wrist,,,,C/1B/UTIL
127566-179801,1B/OF,Jared,Jared Young,Young,4.739130434782608,23,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/OF/UTIL
127566-222808,C,Thayron,Thayron Liranzo,Liranzo,,0,2000,DET@SD,DET,SD,O,Oblique,,,,C/1B/UTIL
127566-222815,3B,Mike,Mike Boeve,Boeve,,0,2000,CWS@MIL,MIL,CWS,,,,,,3B/UTIL
127566-222817,SS,Jesus,Jesus Made,Made,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-222816,SS,Cooper,Cooper Pratt,Pratt,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-222823,SS,Konnor,Konnor Griffin,Griffin,,0,2000,PIT@NYM,PIT,NYM,,,,,,SS/UTIL
127566-222827,SS,Franklin,Franklin Arias,Arias,,0,2000,BOS@CIN,BOS,CIN,,,,,,SS/UTIL
127566-222826,SS,Yoeilin,Yoeilin Cespedes,Cespedes,,0,2000,BOS@CIN,BOS,CIN,,,,,,SS/UTIL
127566-222824,2B,Termarr,Termarr Johnson,Johnson,,0,2000,PIT@NYM,PIT,NYM,,,,,,2B/UTIL
127566-222831,SS,Jackson,Jackson Cluff,Cluff,,0,2000,PIT@NYM,NYM,PIT,,,,,,SS/UTIL
127566-222829,SS,Seaver,Seaver King,King,,0,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
127566-222835,C,Jimmy,Jimmy Crooks,Crooks,3.2733332316080728,15,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
127566-226928,1B/2B/SS/3B,Jack,Jack Winkler,Winkler,2.171428544180734,14,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/2B/3B/SS/UTIL
127566-222838,SS,Jefferson,Jefferson Rojas,Rojas,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
127566-222845,SS/2B,Brice,Brice Matthews,Matthews,9.438461303710938,13,2000,LAA@HOU,HOU,LAA,,,,,,2B/SS/UTIL
127566-222851,C,Dom,Dom Keegan,Keegan,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
127566-222850,3B,Brayden,Brayden Taylor,Taylor,,0,2000,TB@STL,TB,STL,,,,,,3B/UTIL
127566-222849,C,Eduardo,Eduardo Tait,Tait,,0,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
127566-222848,SS,Aidan,Aidan Miller,Miller,,0,2000,TEX@PHI,PHI,TEX,O,Back,,,,SS/UTIL
127566-165510,OF,Jay,Jay Allen,Allen,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
127566-165511,C,Mat,Mat Nelson,Nelson,,0,2000,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
127566-222853,1B,Tre',Tre' Morgan,Morgan,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
127566-222852,OF,Theo,Theo Gillen,Gillen,,0,2000,TB@STL,TB,STL,,,,,,OF/UTIL
127566-165515,OF,Malvin,Malvin Valdez,Valdez,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
127566-165516,C,Daniel,Daniel Vellojin,Vellojin,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
127566-165517,OF,Ariel,Ariel Almonte,Almonte,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
127566-222879,OF,Alan,Alan Roden,Roden,4.616363525390625,55,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
127566-165533,3B,Wes,Wes Kath,Kath,,0,2000,CWS@MIL,CWS,MIL,,,,,0,3B/UTIL
127566-226979,OF,Will,Will Robertson,Robertson,2.9592593157732927,27,2000,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
127566-165539,SS,Jose,Jose Rodriguez,Rodriguez,0,2,2000,TEX@PHI,PHI,TEX,,,,,,SS/UTIL
127566-222886,C,Hayden,Hayden Senger,Senger,2.836363590124882,33,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
127566-165540,3B,Bryan,Bryan Ramos,Ramos,5.550000190734863,4,2000,MIN@BAL,BAL,MIN,,,,,,3B/UTIL
127566-165548,SS,Cristian,Cristian Santana,Santana,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
127566-165549,OF,Roberto,Roberto Campos,Campos,,0,2000,DET@SD,DET,SD,,,,,,OF/UTIL
127566-165554,SS,Trei,Trei Cruz,Cruz,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
127566-165552,3B,Izaac,Izaac Pacheco,Pacheco,,0,2000,DET@SD,DET,SD,,,,,,3B/UTIL
127566-229041,3B,Cody,Cody Freeman,Freeman,6.447222391764323,36,2000,TEX@PHI,TEX,PHI,IL,Back,,,,3B/UTIL
127566-220848,SS,Christian,Christian Cairo,Cairo,,0,2000,TEX@PHI,PHI,TEX,,,,,,SS/UTIL
127566-165558,OF,Tyler,Tyler Whitaker,Whitaker,,0,2000,LAA@HOU,HOU,LAA,,,,,,OF/UTIL
127566-165556,3B,Gage,Gage Workman,Workman,2.3333333333333335,12,2000,DET@SD,DET,SD,,,,,,3B/UTIL
127566-163513,C,Rene,Rene Pinto,Pinto,5.578947368421052,19,2000,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
127566-165567,3B/2B/OF,Shay,Shay Whitcomb,Whitcomb,1.8649999618530273,20,2000,LAA@HOU,HOU,LAA,,,,,,2B/3B/OF/UTIL
127566-165576,SS,Adrian,Adrian Placencia,Placencia,,0,2000,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
127566-163533,C,Jose,Jose Herrera,Herrera,5.650000210466056,58,2000,TEX@PHI,TEX,PHI,,,,,,C/1B/UTIL
127566-165593,OF,Jose,Jose Ramos,Ramos,0,2,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-165601,SS,Jose,Jose Salas,Salas,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
127566-181990,C/OF,Blake,Blake Sabol,Sabol,2.737499952316284,8,2000,TB@STL,TB,STL,,,,,,C/1B/OF/UTIL
127566-181991,1B,Ryan,Ryan Noda,Noda,3.46086949887483,23,2000,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
127566-165604,C,Jeferson,Jeferson Quero,Quero,,0,2000,CWS@MIL,MIL,CWS,,,,,,C/1B/UTIL
127566-165610,3B,Zavier,Zavier Warren,Warren,,0,2000,BOS@CIN,CIN,BOS,,,,,,3B/UTIL
127566-165622,SS,Jheremy,Jheremy Vargas,Vargas,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-165626,OF,Emmanuel,Emmanuel Rodriguez,Rodriguez,0,1,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
127566-165627,3B,Jaylen,Jaylen Palmer,Palmer,,0,2000,WSH@CHC,CHC,WSH,,,,,,3B/UTIL
127566-165629,1B,JT,JT Schwartz,Schwartz,,0,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
127566-202502,OF,Blake,Blake Dunn,Dunn,4.983333333333333,30,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
127566-165648,OF,Johan,Johan Rojas,Rojas,5.346478959204445,71,2000,TEX@PHI,PHI,TEX,NA,Suspension,,,,OF/UTIL
127566-165652,OF,Yhoswar,Yhoswar Garcia,Garcia,,0,2000,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
127566-165656,OF,Lonnie,Lonnie White,White,,0,2000,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
127566-165663,SS,Victor,Victor Acosta,Acosta,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
127566-237342,2B,Bryan,Bryan Torres,Torres,,0,2000,TB@STL,STL,TB,,,,,,2B/UTIL
127566-165667,OF,Samuel,Samuel Zavala,Zavala,,0,2000,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
127566-165669,2B,Max,Max Ferguson,Ferguson,,0,2000,BOS@CIN,BOS,CIN,,,,,,2B/UTIL
127566-165675,SS,Edwin,Edwin Arroyo,Arroyo,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
127566-165672,C,Harry,Harry Ford,Ford,1.7444444232516818,9,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
127566-169769,3B/SS/2B,Vinny,Vinny Capra,Capra,2.723404255319149,47,2000,BOS@CIN,BOS,CIN,,,,,,2B/3B/SS/UTIL
127566-165683,OF,Gabriel,Gabriel Gonzalez,Gonzalez,,0,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
127566-165692,OF,Joshua,Joshua Baez,Baez,,0,2000,TB@STL,STL,TB,,,,,,OF/UTIL
127566-165702,SS,Carson,Carson Williams,Williams,6.631249904632568,32,2000,TB@STL,TB,STL,,,,,,SS/UTIL
127566-110404,3B,Mike,Mike Brosseau,Brosseau,0,1,2000,DET@SD,SD,DET,,,,,,3B/UTIL
127566-165700,SS,Carlos,Carlos Colmenares,Colmenares,,0,2000,TB@STL,TB,STL,,,,,,SS/UTIL
127566-163653,OF,Allan,Allan Cerda,Cerda,,0,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
127566-165704,2B,Cooper,Cooper Kinney,Kinney,,0,2000,TB@STL,TB,STL,,,,,,2B/UTIL
127566-165711,SS,Cam,Cam Cauley,Cauley,,0,2000,TEX@PHI,TEX,PHI,,,,,,SS/UTIL
127566-165708,2B,Trevor,Trevor Hauver,Hauver,,0,2000,TEX@PHI,TEX,PHI,,,,,,2B/UTIL
127566-165709,OF,Yeison,Yeison Morrobel,Morrobel,,0,2000,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
127566-163667,OF/1B,Jhonkensy,Jhonkensy Noel,Noel,3.575714329310826,70,2000,MIN@BAL,BAL,MIN,,,,,,C/1B/OF/UTIL
127566-165712,3B/OF,Dustin,Dustin Harris,Harris,4.2105263157894735,19,2000,CWS@MIL,CWS,MIL,,,,,0,3B/OF/UTIL
127566-165713,OF,Aaron,Aaron Zavala,Zavala,,0,2000,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
127566-165718,2B/OF,Samad,Samad Taylor,Taylor,1.5499999523162842,4,2000,DET@SD,SD,DET,,,,,,2B/OF/UTIL
127566-163672,3B/1B,Jonah,Jonah Bride,Bride,3.086666531032986,45,2000,TEX@PHI,TEX,PHI,,,,,,C/1B/3B/UTIL
127566-165724,OF,Dasan,Dasan Brown,Brown,,0,2000,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
127566-165728,SS,Armando,Armando Cruz,Cruz,,0,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
127566-165732,1B,Branden,Branden Boissiere,Boissiere,,0,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
127566-163694,SS,Eddys,Eddys Leonard,Leonard,0,1,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
127566-102285,OF,Cristian,Cristian Pache,Pache,3.2876405180170294,89,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-182167,1B,Matt,Matt Mervis,Mervis,6.523809523809524,42,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
127566-102307,2B/SS/OF,Jose,Jose Barrero,Barrero,2.4227272380482066,22,2000,MIN@BAL,BAL,MIN,,,,,,2B/SS/OF/UTIL
127566-102322,2B/3B,Nick,Nick Madrigal,Madrigal,2.823529411764706,51,2000,LAA@HOU,LAA,HOU,,,,,,2B/3B/UTIL
127566-102346,OF,Jordyn,Jordyn Adams,Adams,0.3200000047683716,10,2000,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
127566-200663,C,David,David Banuelos,Banuelos,3,1,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
127566-102356,OF,Gilberto,Gilberto Celestino,Celestino,,0,2000,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
127566-102359,C,Will,Will Banfield,Banfield,0.42857142857142855,7,2000,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
127566-38872,OF,Jesse,Jesse Winker,Winker,6.830769465519832,26,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-102374,C/2B/3B,Anthony,Anthony Seigler,Seigler,3.373529322007123,34,2000,BOS@CIN,BOS,CIN,IL,Knee,,,,C/1B/2B/3B/UTIL
127566-102391,OF,Tirso,Tirso Ornelas,Ornelas,1.7857142857142858,7,2000,DET@SD,SD,DET,,,,,,OF/UTIL
127566-102390,OF,Travis,Travis Swaggerty,Swaggerty,,0,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
127566-102398,OF,Jarred,Jarred Kelenic,Kelenic,4.100000063578288,24,2000,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
